,Q1,Q2,Q3,Q4,Q5
2018-02-28,-0.05535678754054054,-0.04263845899002849,-0.047054849982930295,-0.05231308032051282,-0.045059748776671404
2018-03-31,0.04773515372624114,0.04546234848226951,0.04773279065049646,0.04827386157687943,0.07235377077304965
2018-04-30,-0.04434818635219236,-0.03787744123691655,-0.031106863862093354,-0.03634525225106082,-0.03715862020933522
2018-05-31,0.003980907962270803,-0.005337605888434415,-0.010411707721468925,-0.003954376568829338,-0.01807048437545839
2018-06-30,-0.09143107316005626,-0.10246022406464789,-0.10267331094464788,-0.10703684854539436,-0.10582403520225035
2018-07-31,-0.01758939982976157,-0.001076135763511236,-0.0046989871543117985,0.004542550408272472,0.009492886953511238
2018-08-31,-0.0948018986582633,-0.08119262166760169,-0.07609806914705883,-0.06815734328892006,-0.08127870957128852
2018-09-30,-0.016498282625174825,-0.006073771080559441,-0.00818982661904762,-0.0018805082937062934,-5.166191944055958e-05
2018-10-31,-0.09166183137099024,-0.09657111526638773,-0.08864372940027894,-0.0870685083585774,-0.09146824523430962
2018-11-30,0.029969779681058496,0.05272270094289694,0.061376978720055715,0.05865471471601671,0.06312624228830083
2018-12-31,-0.04640596686805555,-0.0444875056550765,-0.04072123218611111,-0.03949478823783032,-0.031156047793055554
2019-01-31,-0.047208853790568654,-0.01931360068888889,-0.019700714565880722,-0.0058038485972222225,-0.015684212367545077
2019-02-28,0.23485556091689752,0.2155642586338419,0.2087603523037448,0.22386786554230234,0.22433689826213593
2019-03-31,0.10572261426896552,0.10826428072413793,0.1129100434275862,0.10150127025793103,0.0925267562262069
2019-04-30,-0.057876763916208794,-0.04450316272764787,-0.030715983408528196,-0.02986477975240715,-0.02783275939064649
2019-05-31,-0.07152141550410959,-0.054622585676268855,-0.03756604310562414,-0.042889234691358025,-0.03431457834513032
2019-06-30,-0.02098191473770492,0.008543725377185792,0.007176100127222982,0.018687157032786887,0.012675675982240437
2019-07-31,-0.033121246878746596,-0.018423068239782018,-0.013946993188267394,-0.010071880139373298,-0.009194304133514986
2019-08-31,0.0013910112547169814,-0.02203741658299595,-0.015457802676113361,-0.016271476309041837,-0.004796953363022942
2019-09-30,0.011826620238926175,0.017633539334677418,0.017445771849462364,0.014430996514784945,0.012874494154569892
2019-10-31,-0.01133675276171352,-0.0008094302788203754,-0.00220581595308311,0.000485097978552279,-0.01338490334270415
2019-11-30,-0.02985142291566265,-0.020155887512717536,-0.02336496891689008,-0.01777886981659973,-0.015131814718875503
2019-12-31,0.0887857692583668,0.08527271087416331,0.08608375296514746,0.07408280799598393,0.08004674904953145
