,2019-12-31
600688.SH,0.0013386880856760374
600557.SH,0.0013386880856760374
600560.SH,0.0013386880856760374
600704.SH,0.0013386880856760374
600720.SH,0.0013386880856760374
600582.SH,0.0013386880856760374
600539.SH,0.0013386880856760374
600551.SH,0.0013386880856760374
600553.SH,0.0013386880856760374
600603.SH,0.0013386880856760374
600563.SH,0.0013386880856760374
600566.SH,0.0013386880856760374
600585.SH,0.0013386880856760374
600587.SH,0.0013386880856760374
600591.SH,0.0013386880856760374
600468.SH,0.0013386880856760374
600479.SH,0.0013386880856760374
600606.SH,0.0013386880856760374
600607.SH,0.0013386880856760374
600631.SH,0.0013386880856760374
600500.SH,0.0013386880856760374
600449.SH,0.0013386880856760374
600456.SH,0.0013386880856760374
600459.SH,0.0013386880856760374
600461.SH,0.0013386880856760374
002821.SZ,0.0013386880856760374
002777.SZ,0.0013386880856760374
002781.SZ,0.0013386880856760374
002782.SZ,0.0013386880856760374
002790.SZ,0.0013386880856760374
002801.SZ,0.0013386880856760374
002818.SZ,0.0013386880856760374
002679.SZ,0.0013386880856760374
002822.SZ,0.0013386880856760374
002825.SZ,0.0013386880856760374
002827.SZ,0.0013386880856760374
002837.SZ,0.0013386880856760374
002838.SZ,0.0013386880856760374
002697.SZ,0.0013386880856760374
002698.SZ,0.0013386880856760374
002659.SZ,0.0013386880856760374
600481.SH,0.0013386880856760374
600482.SH,0.0013386880856760374
600483.SH,0.0013386880856760374
600506.SH,0.0013386880856760374
600510.SH,0.0013386880856760374
600357.SH,0.0013386880856760374
600519.SH,0.0013386880856760374
600528.SH,0.0013386880856760374
600529.SH,0.0013386880856760374
600377.SH,0.0013386880856760374
600340.SH,0.0013386880856760374
600353.SH,0.0013386880856760374
002913.SZ,0.0013386880856760374
002916.SZ,0.0013386880856760374
002869.SZ,0.0013386880856760374
002878.SZ,0.0013386880856760374
002880.SZ,0.0013386880856760374
002882.SZ,0.0013386880856760374
002937.SZ,0.0013386880856760374
002893.SZ,0.0013386880856760374
002895.SZ,0.0013386880856760374
