date,pairs,bollinger,reversal
2023-03-31,1.0927558901009677,1.0389396380909681,0.6696949316631216
2023-04-03,1.0917851013763649,1.0377954314410882,0.6696322127380767
2023-04-04,1.088246386801234,1.0381768336577148,0.654488425404588
2023-04-06,1.0811696113643738,1.0339814092748218,0.6611450348945594
2023-04-07,1.0838756961436524,1.0403618488165474,0.6647615204404909
2023-04-10,1.077704278486855,1.0403618488165474,0.6575193423027313
2023-04-11,1.117482111548211,1.0403618488165474,0.6646588020221563
2023-04-12,1.1290152183520152,1.0403618488165474,0.6571814765609653
2023-04-13,1.122402383772602,1.0403618488165474,0.6585949558255704
2023-04-14,1.1113363660982847,1.0403618488165474,0.668341762179768
2023-04-17,1.1068065592446519,1.0403618488165474,0.6716659344611333
2023-04-18,1.1162064976396135,1.0403618488165474,0.6716659344611333
2023-04-19,1.1188226732035713,1.0403618488165474,0.6715987678676872
2023-04-20,1.122322809232989,1.0403618488165474,0.668235168028617
2023-04-21,1.1238843187277172,1.0403618488165474,0.6781077769195824
2023-04-24,1.1303206506271257,1.0403618488165474,0.6875276820249618
2023-04-25,1.1296662075745214,1.0403618488165474,0.6819533229807373
2023-04-26,1.1280586569430575,1.0403618488165474,0.688170014067611
2023-04-27,1.1261789463428378,1.0403618488165474,0.6856151899717494
2023-04-28,1.1330632823233806,1.0403618488165474,0.6809944789206287
2023-05-04,1.1381666633614926,1.0402578126316657,0.6714098369816832
2023-05-05,1.1316667551467987,1.0341797785816718,0.6733108672679838
2023-05-08,1.1380013660460344,1.046736643468364,0.6957451115042245
2023-05-09,1.132227135673676,1.0448392076923358,0.6922936548483803
2023-05-10,1.139950033878382,1.040873623515561,0.6856646981200236
2023-05-11,1.117309108099209,1.0410566744935366,0.6835483268765481
2023-05-12,1.1104200266948603,1.0485518568066476,0.687890707843519
2023-05-15,1.1227569012827359,1.0485518568066476,0.6736011793183118
2023-05-16,1.1122433947546841,1.0485518568066476,0.675779872233979
2023-05-17,1.127046295352469,1.0485518568066476,0.674593167278015
2023-05-18,1.126953432906033,1.0485518568066476,0.6774859469480299
2023-05-19,1.1376361984107435,1.0485518568066476,0.6860879509882915
2023-05-22,1.1343015545285393,1.0485518568066476,0.7027869337399721
2023-05-23,1.1278586994186763,1.0485518568066476,0.6932787489819846
2023-05-24,1.131172771838177,1.0485518568066476,0.6932787489819846
2023-05-25,1.1269981375142777,1.0485518568066476,0.6932787489819846
2023-05-26,1.143879751023835,1.0485518568066476,0.6932787489819846
2023-05-29,1.1338928835609579,1.0485518568066476,0.6932094211070864
2023-05-30,1.121171950299767,1.0485518568066476,0.6910951720148802
2023-05-31,1.1157396385491907,1.0485518568066476,0.6905698241076094
2023-06-01,1.111244957205886,1.0485518568066476,0.6858488758227872
2023-06-02,1.1252226463512311,1.0485518568066476,0.6857345676768167
2023-06-05,1.110549545655631,1.0485518568066476,0.6832298730107451
2023-06-06,1.1085646931957551,1.0485518568066476,0.685518991994488
2023-06-07,1.100320034419957,1.0485518568066476,0.695616058440762
2023-06-08,1.1031903081290197,1.0485518568066476,0.6895222445383266
2023-06-09,1.106148001185132,1.0485518568066476,0.666680275990873
2023-06-12,1.1020459816168546,1.048447001620967,0.6878498139500486
2023-06-13,1.104244628373239,1.0581886694641351,0.6693990916121618
2023-06-14,1.1002557317298691,1.0581886694641351,0.6656804892116741
2023-06-15,1.0988178238690327,1.0747248664959344,0.6592882272193602
2023-06-16,1.115101844783441,1.0747248664959344,0.636221483103769
2023-06-19,1.1186602038270828,1.0747248664959344,0.6418279347901369
2023-06-20,1.1210662144299977,1.0747248664959344,0.637898115170936
2023-06-21,1.1116486850761924,1.0747248664959344,0.6418729315172995
2023-06-26,1.1148229540210837,1.0747248664959344,0.6396704954993325
2023-06-27,1.1247714910680564,1.0747248664959344,0.6440638153204283
2023-06-28,1.1257006321820744,1.0747248664959344,0.6479914084976981
