book,n,tv,soft,hard,is_sharpe,is_cagr,is_dd,oos_sharpe,oos_cagr,oos_dd,oos_vol,full_sharpe,full_cagr,full_dd,oos_hit,full_hit,score
legacy5,5,0.28,0.07,0.099,-0.28206973124499096,-0.012434282830583565,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.1926807389623227,-0.005819246235319486,-0.09899999999999998,0,0,-155.64139462489982
legacy5,5,0.16,0.08,0.099,-0.28206973124499096,-0.012434282830583565,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.1926807389623227,-0.005819246235319486,-0.09899999999999998,0,0,-155.64139462489982
legacy5,5,0.2,0.08,0.099,-0.28206973124499096,-0.012434282830583565,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.1926807389623227,-0.005819246235319486,-0.09899999999999998,0,0,-155.64139462489982
legacy5,5,0.28,0.08,0.099,-0.28206973124499096,-0.012434282830583565,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.1926807389623227,-0.005819246235319486,-0.09899999999999998,0,0,-155.64139462489982
legacy5,5,0.12,0.07,0.099,-0.2859283109599236,-0.012434282830583565,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.19531606623328837,-0.005819246235319486,-0.09899999999999998,0,0,-155.71856621919846
legacy5,5,0.12,0.08,0.099,-0.2859283109599236,-0.012434282830583565,-0.09899999999999998,0.0,0.0,0.0,0.0,-0.19531606623328837,-0.005819246235319486,-0.09899999999999998,0,0,-155.71856621919846
is040,9,0.12,0.07,0.099,-0.3071598932145763,-0.013015128119319597,-0.09900000000099995,0.0,0.0,0.0,0.0,-0.20981644464467816,-0.00609203502126876,-0.09900000000099995,0,0,-156.14319786429152
is040,9,0.2,0.08,0.099,-0.3071598932145763,-0.013015128119319597,-0.09900000000099995,0.0,0.0,0.0,0.0,-0.20981644464467816,-0.00609203502126876,-0.09900000000099995,0,0,-156.14319786429152
is040,9,0.2,0.07,0.099,-0.3071598932145763,-0.013015128119319597,-0.09900000000099995,0.0,0.0,0.0,0.0,-0.20981644464467816,-0.00609203502126876,-0.09900000000099995,0,0,-156.14319786429152
is040,9,0.24,0.08,0.099,-0.3071598932145763,-0.013015128119319597,-0.09900000000099995,0.0,0.0,0.0,0.0,-0.20981644464467816,-0.00609203502126876,-0.09900000000099995,0,0,-156.14319786429152
